customer_id,age,income,employment_type,dependents
CUST002653,54,887292.63,Business Owner,2
CUST002654,50,607503.22,Self-Employed,1
CUST002655,38,113482.94,Unemployed,3
CUST002656,39,451880.71,Self-Employed,1
CUST002657,51,460463.9,Self-Employed,0
CUST002658,39,792128.02,Business Owner,4
CUST002659,39,553644.9,Salaried,2
CUST002660,42,666327.54,Salaried,1
CUST002661,44,505297.95,Self-Employed,3
CUST002662,32,627867.32,Self-Employed,1
CUST002663,50,978019.14,Salaried,0
CUST002664,58,519745.86,Salaried,0
CUST002665,51,632653.25,Salaried,1
CUST002666,56,601716.21,Self-Employed,1
CUST002667,39,1336774.59,Business Owner,0
CUST002668,56,1073782.04,Business Owner,1
CUST002669,50,281429.85,Self-Employed,0
CUST002670,53,635032.86,Business Owner,0
CUST002671,38,621968.39,Salaried,0
CUST002672,48,496371.18,Salaried,1
CUST002673,31,378535.67,Salaried,1
CUST002674,53,338723.07,Self-Employed,0
CUST002675,37,479855.56,Salaried,1
CUST002676,26,298125.9,Self-Employed,1
CUST002677,24,1005350.41,Self-Employed,2
CUST002678,40,647294.31,Salaried,0
CUST002679,47,155778.44,Unemployed,1
CUST002680,35,683901.18,Self-Employed,0
CUST002681,26,869743.38,Salaried,0
CUST002682,34,658000.67,Salaried,4
CUST002683,31,703510.35,Self-Employed,1
CUST002684,59,524697.08,Salaried,2
CUST002685,29,464053.78,Salaried,2
CUST002686,46,681836.62,Self-Employed,2
CUST002687,36,1256011.59,Business Owner,1
CUST002688,25,719430.66,Salaried,0
CUST002689,30,950233.91,Business Owner,1
CUST002690,23,588183.85,Business Owner,0
CUST002691,33,527916.34,Salaried,0
CUST002692,63,731014.33,Self-Employed,1
CUST002693,50,511370.58,Salaried,1
CUST002694,26,627937.9,Salaried,1
CUST002695,37,345820.97,Self-Employed,1
CUST002696,39,461764.0,Self-Employed,1
CUST002697,62,437918.58,Salaried,0
CUST002698,55,870159.33,Business Owner,0
CUST002699,46,404492.46,Self-Employed,1
CUST002700,25,217380.57,Business Owner,1
CUST002701,49,698224.38,Salaried,6
CUST002702,57,1143725.92,Business Owner,1
CUST002703,40,608419.64,Salaried,2
CUST002704,41,431375.49,Salaried,0
CUST002705,30,277932.41,Self-Employed,4
CUST002706,25,966114.86,Self-Employed,0
CUST002707,56,100000.0,Self-Employed,1
CUST002708,26,436405.95,Salaried,0
CUST002709,46,922438.46,Salaried,0
CUST002710,24,992524.23,Self-Employed,0
CUST002711,59,854870.57,Salaried,1
CUST002712,59,606369.66,Self-Employed,3
CUST002713,55,504537.61,Salaried,2
CUST002714,21,100000.0,Unemployed,0
CUST002715,44,581229.99,Self-Employed,2
CUST002716,56,347389.77,Self-Employed,0
CUST002717,26,1480648.9,Business Owner,0
CUST002718,61,129301.05,Self-Employed,0
CUST002719,64,630063.8,Salaried,1
CUST002720,51,739311.67,Salaried,0
CUST002721,40,702532.23,Self-Employed,2
CUST002722,44,725044.44,Salaried,0
CUST002723,45,568092.25,Self-Employed,1
CUST002724,56,619158.06,Salaried,2
CUST002725,41,736196.29,Salaried,4
CUST002726,50,651092.05,Salaried,4
CUST002727,44,168641.62,Unemployed,2
CUST002728,64,506875.3,Self-Employed,0
CUST002729,62,745958.39,Business Owner,0
CUST002730,50,100000.0,Unemployed,2
CUST002731,42,423387.38,Salaried,2
CUST002732,48,542519.51,Salaried,0
CUST002733,27,475899.41,Self-Employed,2
CUST002734,55,512924.24,Business Owner,2
CUST002735,48,443639.66,Salaried,2
CUST002736,34,131769.59,Unemployed,1
CUST002737,30,735308.74,Salaried,0
CUST002738,36,281981.67,Salaried,1
CUST002739,36,312334.16,Self-Employed,0
CUST002740,51,624239.3,Salaried,1
CUST002741,62,793003.78,Salaried,2
CUST002742,45,924124.65,Salaried,1
CUST002743,33,548672.65,Salaried,1
CUST002744,26,428645.79,Self-Employed,1
CUST002745,64,844921.52,Business Owner,2
CUST002746,29,990844.2,Business Owner,1
CUST002747,56,491019.97,Self-Employed,0
CUST002748,63,617483.29,Salaried,1
CUST002749,40,399546.46,Salaried,1
CUST002750,38,350701.24,Salaried,0
CUST002751,63,707296.53,Salaried,2
CUST002752,41,571082.77,Salaried,3
CUST002753,24,1233404.11,Business Owner,3
CUST002754,53,989510.39,Business Owner,1
CUST002755,47,385043.22,Salaried,2
CUST002756,27,810644.61,Self-Employed,0
CUST002757,26,604703.63,Salaried,2
CUST002758,35,350550.46,Self-Employed,0
CUST002759,38,393159.84,Self-Employed,2
CUST002760,52,418297.86,Salaried,2
CUST002761,31,649906.38,Salaried,0
CUST002762,40,855525.97,Business Owner,1
CUST002763,44,903723.81,Self-Employed,2
CUST002764,35,1107975.18,Business Owner,1
CUST002765,27,1683214.97,Business Owner,2
CUST002766,41,101937.07,Unemployed,2
CUST002767,62,550378.84,Salaried,1
CUST002768,46,733517.01,Salaried,2
CUST002769,64,688336.42,Salaried,2
CUST002770,34,597655.75,Salaried,1
CUST002771,57,438528.19,Salaried,0
CUST002772,41,100000.0,Self-Employed,0
CUST002773,38,456013.66,Self-Employed,2
CUST002774,25,573415.88,Salaried,0
CUST002775,23,951219.12,Business Owner,1
CUST002776,43,383157.94,Salaried,1
CUST002777,46,468107.13,Salaried,1
CUST002778,57,578371.21,Self-Employed,0
CUST002779,44,617007.99,Self-Employed,0
CUST002780,39,630143.99,Salaried,0
CUST002781,45,548016.77,Salaried,1
CUST002782,41,262587.12,Self-Employed,1
CUST002783,32,743083.72,Salaried,2
CUST002784,61,709046.22,Salaried,1
CUST002785,53,385171.39,Self-Employed,2
CUST002786,24,724982.7,Salaried,1
CUST002787,62,589638.28,Salaried,0
CUST002788,27,497651.61,Salaried,1
CUST002789,42,196336.33,Unemployed,0
CUST002790,53,155008.36,Unemployed,0
CUST002791,37,535784.08,Salaried,1
CUST002792,44,407653.27,Salaried,3
CUST002793,54,421542.83,Salaried,0
CUST002794,48,727051.16,Salaried,0
CUST002795,63,667937.04,Salaried,1
CUST002796,61,266071.36,Self-Employed,2
CUST002797,59,421707.74,Salaried,2
CUST002798,42,915380.11,Salaried,1
CUST002799,37,669693.78,Salaried,1
CUST002800,54,781431.35,Salaried,0
CUST002801,26,823838.23,Salaried,0
CUST002802,26,460774.42,Salaried,0
CUST002803,54,848551.79,Self-Employed,3
CUST002804,21,284436.33,Self-Employed,0
CUST002805,30,709380.07,Salaried,2
CUST002806,41,476803.96,Self-Employed,1
CUST002807,25,708523.75,Salaried,1
CUST002808,22,568393.82,Salaried,1
CUST002809,42,609804.53,Self-Employed,1
CUST002810,22,804285.12,Salaried,1
CUST002811,30,723930.34,Self-Employed,1
CUST002812,54,487619.11,Self-Employed,1
CUST002813,36,518571.53,Business Owner,0
CUST002814,59,135122.35,Unemployed,1
CUST002815,42,666625.58,Salaried,3
CUST002816,32,182600.06,Unemployed,0
CUST002817,44,714003.95,Self-Employed,1
CUST002818,60,353788.62,Self-Employed,1
CUST002819,58,460148.61,Salaried,1
CUST002820,30,492087.6,Business Owner,1
CUST002821,55,570441.01,Salaried,0
CUST002822,52,985687.72,Business Owner,1
CUST002823,27,655493.61,Salaried,0
CUST002824,41,217124.57,Self-Employed,0
CUST002825,40,456995.41,Salaried,3
CUST002826,46,494616.76,Salaried,0
CUST002827,24,863640.52,Salaried,1
CUST002828,42,542835.58,Salaried,1
CUST002829,35,378489.83,Salaried,0
CUST002830,60,657223.05,Salaried,3
CUST002831,41,478275.87,Self-Employed,1
CUST002832,35,430036.32,Business Owner,4
CUST002833,42,405270.43,Self-Employed,3
CUST002834,48,548792.81,Salaried,1
CUST002835,34,581530.35,Salaried,2
CUST002836,47,739495.65,Salaried,1
CUST002837,61,1124209.94,Business Owner,1
CUST002838,60,950013.15,Business Owner,1
CUST002839,48,747916.31,Salaried,1
CUST002840,46,538529.02,Salaried,0
CUST002841,22,609947.73,Business Owner,4
CUST002842,45,1023495.58,Business Owner,1
CUST002843,23,992616.1,Business Owner,1
CUST002844,28,309637.07,Business Owner,2
CUST002845,64,823985.15,Salaried,1
CUST002846,53,447187.83,Salaried,0
CUST002847,62,679420.8,Salaried,1
CUST002848,55,682914.25,Salaried,2
CUST002849,26,137010.09,Salaried,0
CUST002850,59,634082.84,Salaried,3
CUST002851,43,845612.18,Salaried,1
CUST002852,45,493480.77,Salaried,1
CUST002853,63,315319.18,Salaried,1
CUST002854,39,582422.22,Salaried,0
CUST002855,25,669907.69,Salaried,3
CUST002856,31,865106.54,Business Owner,5
CUST002857,32,519867.88,Business Owner,0
CUST002858,30,445457.04,Salaried,3
CUST002859,28,356675.16,Salaried,0
CUST002860,44,318757.14,Salaried,2
CUST002861,48,431389.29,Self-Employed,1
CUST002862,61,663604.71,Salaried,3
CUST002863,56,623874.12,Salaried,2
CUST002864,57,1000356.37,Business Owner,3
CUST002865,41,694774.22,Salaried,2
CUST002866,28,796233.9,Salaried,3
CUST002867,29,604146.18,Salaried,1
CUST002868,35,651711.24,Salaried,1
CUST002869,60,652709.8,Salaried,0
CUST002870,38,958923.76,Business Owner,2
CUST002871,62,602885.09,Salaried,0
CUST002872,40,520062.7,Self-Employed,2
CUST002873,26,834228.2,Salaried,1
CUST002874,32,814868.47,Salaried,1
CUST002875,22,343932.34,Salaried,1
CUST002876,27,632792.63,Salaried,1
CUST002877,36,601049.39,Salaried,2
CUST002878,23,789025.85,Salaried,2
CUST002879,23,885685.15,Business Owner,1
CUST002880,47,637723.61,Salaried,3
CUST002881,63,502511.84,Salaried,1
CUST002882,60,722015.61,Salaried,0
CUST002883,58,413412.45,Salaried,3
CUST002884,53,554197.59,Salaried,2
CUST002885,48,441866.21,Salaried,1
CUST002886,21,554863.28,Salaried,0
CUST002887,28,517656.63,Salaried,4
CUST002888,57,667381.49,Self-Employed,1
CUST002889,52,567162.7,Salaried,1
CUST002890,63,823772.81,Salaried,2
CUST002891,57,451815.94,Self-Employed,1
CUST002892,24,100000.0,Unemployed,0
CUST002893,50,451459.0,Self-Employed,2
CUST002894,26,671523.03,Salaried,1
CUST002895,39,837310.0,Self-Employed,2
CUST002896,52,371032.73,Self-Employed,1
CUST002897,29,848804.87,Salaried,0
CUST002898,32,824032.62,Business Owner,1
CUST002899,31,533219.32,Salaried,0
CUST002900,36,188783.06,Unemployed,0
CUST002901,21,784671.56,Self-Employed,1
CUST002902,41,611424.83,Self-Employed,1
CUST002903,50,217018.65,Self-Employed,0
CUST002904,33,649955.35,Salaried,0
CUST002905,54,926199.6,Salaried,0
CUST002906,24,100000.0,Business Owner,2
CUST002907,48,574683.78,Self-Employed,0
CUST002908,58,786174.08,Business Owner,3
CUST002909,51,525664.45,Business Owner,0
CUST002910,47,201669.31,Unemployed,1
CUST002911,25,152441.3,Self-Employed,1
CUST002912,45,547468.72,Salaried,0
CUST002913,23,750169.13,Salaried,0
CUST002914,53,677360.72,Self-Employed,2
CUST002915,24,689468.83,Salaried,0
CUST002916,45,625916.66,Salaried,1
CUST002917,40,581400.63,Salaried,2
CUST002918,54,711919.53,Business Owner,1
CUST002919,46,511472.52,Business Owner,1
CUST002920,25,662651.91,Self-Employed,1
CUST002921,55,631644.22,Salaried,2
CUST002922,48,668585.22,Self-Employed,1
CUST002923,49,343743.54,Self-Employed,0
CUST002924,29,479539.04,Salaried,2
CUST002925,58,674492.96,Salaried,1
CUST002926,26,258378.7,Salaried,2
CUST002927,39,100000.0,Self-Employed,0
CUST002928,64,702629.41,Self-Employed,0
CUST002929,31,493921.82,Salaried,2
CUST002930,22,159651.9,Unemployed,2
CUST002931,64,656947.3,Salaried,1
CUST002932,64,755269.63,Salaried,0
CUST002933,29,534005.2,Salaried,1
CUST002934,41,542203.98,Salaried,1
CUST002935,44,507689.32,Salaried,0
CUST002936,54,693165.21,Salaried,2
CUST002937,42,699824.17,Salaried,2
CUST002938,23,791735.54,Salaried,3
CUST002939,32,250699.69,Self-Employed,3
CUST002940,48,935064.37,Salaried,2
CUST002941,50,553133.04,Salaried,2
CUST002942,46,490328.54,Self-Employed,1
CUST002943,41,624514.11,Salaried,1
CUST002944,48,535684.89,Business Owner,0
CUST002945,46,735352.27,Business Owner,1
CUST002946,53,819090.22,Salaried,4
CUST002947,41,1490476.11,Business Owner,1
CUST002948,55,541022.01,Self-Employed,3
CUST002949,54,1317514.82,Business Owner,1
CUST002950,61,582169.17,Self-Employed,1
CUST002951,38,591427.41,Salaried,3
CUST002952,31,598496.38,Business Owner,0
CUST002953,43,470781.73,Salaried,1
CUST002954,42,486346.65,Salaried,0
CUST002955,37,842228.58,Salaried,0
CUST002956,25,730985.64,Salaried,2
CUST002957,64,816146.85,Salaried,1
CUST002958,31,579935.84,Self-Employed,1
CUST002959,50,547801.45,Business Owner,1
CUST002960,35,690498.19,Salaried,2
CUST002961,47,213487.07,Unemployed,1
CUST002962,55,1155900.58,Business Owner,0
CUST002963,53,402481.42,Salaried,1
CUST002964,40,378863.58,Salaried,0
CUST002965,36,1154558.07,Business Owner,0
CUST002966,54,437496.04,Self-Employed,2
CUST002967,22,562477.79,Self-Employed,1
CUST002968,55,355301.16,Self-Employed,0
CUST002969,60,619010.94,Salaried,2
CUST002970,48,434957.44,Salaried,1
CUST002971,59,549424.48,Self-Employed,2
CUST002972,26,709251.63,Salaried,2
CUST002973,29,656748.96,Self-Employed,2
CUST002974,40,377325.47,Business Owner,0
CUST002975,21,593790.4,Self-Employed,1
CUST002976,28,120620.62,Unemployed,2
CUST002977,43,829048.71,Salaried,2
CUST002978,23,691217.83,Self-Employed,3
CUST002979,24,505171.21,Self-Employed,1
CUST002980,45,259101.36,Unemployed,1
CUST002981,58,354460.98,Self-Employed,4
CUST002982,35,591451.92,Salaried,3
CUST002983,41,177066.33,Unemployed,0
CUST002984,55,906897.41,Self-Employed,0
CUST002985,34,819541.56,Salaried,0
CUST002986,56,660348.03,Self-Employed,2
CUST002987,32,549028.95,Business Owner,1
CUST002988,37,324222.33,Self-Employed,1
CUST002989,59,704307.9,Salaried,2
CUST002990,29,399011.4,Business Owner,2
CUST002991,55,564073.09,Self-Employed,3
CUST002992,33,720634.15,Salaried,1
CUST002993,35,378343.3,Salaried,0
CUST002994,38,697178.84,Salaried,1
CUST002995,53,679176.46,Self-Employed,1
CUST002996,26,754687.56,Business Owner,3
CUST002997,47,576500.53,Salaried,4
CUST002998,43,331854.7,Salaried,1
CUST002999,47,583551.54,Salaried,1
CUST003000,54,194874.22,Self-Employed,0
CUST003001,58,496506.75,Salaried,1
CUST003002,34,539662.97,Salaried,2
CUST003003,56,426622.86,Salaried,2
CUST003004,28,250602.66,Self-Employed,2
CUST003005,55,420318.12,Salaried,5
CUST003006,39,783106.82,Salaried,2
CUST003007,50,871981.03,Business Owner,2
CUST003008,34,789950.68,Salaried,2
CUST003009,40,539271.59,Salaried,2
CUST003010,45,746644.73,Business Owner,3
CUST003011,60,536467.54,Salaried,2
CUST003012,44,100000.0,Self-Employed,1
CUST003013,34,675982.42,Salaried,1
CUST003014,46,478614.48,Self-Employed,1
CUST003015,58,607710.61,Salaried,0
CUST003016,43,100000.0,Business Owner,2
CUST003017,42,595705.44,Salaried,3
CUST003018,39,534217.23,Salaried,2
CUST003019,23,525124.46,Self-Employed,2
CUST003020,62,146203.58,Unemployed,1
CUST003021,39,527190.84,Salaried,2
CUST003022,29,1125245.41,Business Owner,2
CUST003023,48,753704.46,Salaried,1
CUST003024,40,418440.62,Self-Employed,1
CUST003025,27,382746.61,Salaried,0
CUST003026,34,223492.31,Self-Employed,0
CUST003027,29,663423.77,Salaried,2
CUST003028,39,794371.98,Salaried,1
CUST003029,34,327960.22,Salaried,1
CUST003030,58,447320.56,Salaried,1
CUST003031,56,766999.2,Business Owner,1
CUST003032,60,100000.0,Unemployed,0
CUST003033,37,480667.44,Self-Employed,0
CUST003034,50,654468.12,Salaried,0
CUST003035,29,671969.75,Salaried,1
CUST003036,53,420042.9,Self-Employed,1
CUST003037,45,132176.7,Unemployed,3
CUST003038,34,446809.87,Salaried,3
CUST003039,31,191491.11,Business Owner,2
CUST003040,55,140624.57,Unemployed,2
CUST003041,61,1063337.85,Business Owner,0
CUST003042,34,602402.77,Salaried,0
CUST003043,50,766354.48,Salaried,0
CUST003044,61,651808.08,Salaried,0
CUST003045,24,698925.72,Salaried,1
CUST003046,24,625155.51,Salaried,2
CUST003047,48,878873.96,Salaried,1
CUST003048,28,402035.04,Self-Employed,2
CUST003049,22,701815.67,Salaried,0
CUST003050,61,637170.5,Salaried,1
CUST003051,42,647603.55,Self-Employed,1
CUST003052,61,566701.61,Self-Employed,2
CUST003053,36,491521.57,Self-Employed,1
CUST003054,49,656733.64,Salaried,1
CUST003055,50,600670.55,Self-Employed,0
CUST003056,32,626725.06,Self-Employed,2
CUST003057,55,819492.96,Salaried,0
CUST003058,31,538737.17,Self-Employed,2
CUST003059,41,435393.81,Salaried,0
CUST003060,41,624688.62,Salaried,2
CUST003061,25,533262.15,Salaried,2
CUST003062,40,529152.39,Salaried,1
CUST003063,57,551787.0,Salaried,3
CUST003064,23,538908.36,Business Owner,3
CUST003065,64,240088.84,Salaried,1
CUST003066,53,223760.14,Unemployed,0
CUST003067,29,402294.74,Self-Employed,3
CUST003068,29,342830.24,Salaried,0
CUST003069,24,626821.06,Salaried,2
CUST003070,55,623128.14,Self-Employed,0
CUST003071,37,464387.15,Self-Employed,2
CUST003072,54,406708.23,Salaried,4
CUST003073,44,387657.89,Salaried,0
CUST003074,52,956322.19,Self-Employed,3
CUST003075,21,388444.56,Salaried,1
CUST003076,28,248399.64,Business Owner,0
CUST003077,43,438247.58,Self-Employed,0
CUST003078,60,723277.22,Salaried,2
CUST003079,32,848774.6,Salaried,0
CUST003080,32,568005.24,Salaried,2
CUST003081,35,809158.31,Business Owner,2
CUST003082,61,407405.1,Salaried,0
CUST003083,39,763237.72,Salaried,1
CUST003084,46,486055.73,Self-Employed,0
CUST003085,49,594442.57,Salaried,3
CUST003086,42,665015.85,Salaried,1
CUST003087,60,1020734.4,Business Owner,1
CUST003088,41,578957.78,Salaried,3
CUST003089,58,1428391.83,Business Owner,1
CUST003090,40,258525.14,Business Owner,0
CUST003091,49,631694.08,Salaried,2
CUST003092,24,661075.39,Salaried,2
CUST003093,27,538141.01,Salaried,2
CUST003094,48,623289.94,Self-Employed,1
CUST003095,48,699463.3,Salaried,1
CUST003096,24,205490.72,Unemployed,1
CUST003097,42,477688.06,Self-Employed,2
CUST003098,32,567427.68,Salaried,2
CUST003099,23,607838.9,Self-Employed,0
CUST003100,42,570377.51,Salaried,1
CUST003101,64,291462.42,Business Owner,1
CUST003102,22,672484.67,Self-Employed,1
CUST003103,44,324857.22,Salaried,1
CUST003104,54,660251.54,Salaried,0
CUST003105,47,1915397.38,Business Owner,0
CUST003106,61,606642.95,Self-Employed,1
CUST003107,21,115294.7,Unemployed,0
CUST003108,28,532295.37,Salaried,0
CUST003109,43,655593.56,Salaried,3
CUST003110,58,596794.24,Salaried,0
CUST003111,26,651250.51,Self-Employed,1
CUST003112,42,817512.55,Salaried,1
CUST003113,45,797161.81,Salaried,1
CUST003114,38,268837.06,Self-Employed,0
CUST003115,37,602399.82,Salaried,0
CUST003116,32,673920.25,Salaried,0
CUST003117,26,827541.48,Salaried,0
CUST003118,46,571834.89,Self-Employed,0
CUST003119,47,497444.96,Salaried,0
CUST003120,28,665256.41,Salaried,0
CUST003121,39,872892.81,Salaried,0
CUST003122,62,449519.71,Self-Employed,0
CUST003123,21,619465.5,Business Owner,1
CUST003124,49,595129.26,Salaried,3
CUST003125,55,502368.7,Salaried,0
CUST003126,60,1230795.36,Business Owner,3
CUST003127,34,117820.36,Unemployed,1
CUST003128,55,758506.59,Self-Employed,1
CUST003129,40,174764.31,Unemployed,1
CUST003130,33,639399.55,Self-Employed,1
CUST003131,58,637867.53,Self-Employed,2
CUST003132,28,727780.45,Salaried,0
CUST003133,63,553594.07,Salaried,2
CUST003134,40,453290.05,Salaried,1
CUST003135,53,709536.5,Business Owner,0
CUST003136,46,1270541.51,Business Owner,2
CUST003137,59,146703.79,Self-Employed,3
CUST003138,41,300059.91,Salaried,2
CUST003139,62,633684.94,Salaried,2
CUST003140,63,726636.3,Salaried,1
CUST003141,61,746998.6,Salaried,1
CUST003142,29,309840.67,Self-Employed,1
CUST003143,44,428175.23,Business Owner,0
CUST003144,57,497081.91,Salaried,2
CUST003145,61,541080.2,Salaried,0
CUST003146,37,432939.83,Self-Employed,1
CUST003147,44,618176.7,Salaried,0
CUST003148,41,1462250.05,Business Owner,1
CUST003149,59,590891.11,Salaried,0
CUST003150,61,740647.47,Salaried,1
CUST003151,59,698199.1,Salaried,0
CUST003152,33,493462.92,Salaried,0
CUST003153,31,628618.93,Self-Employed,3
CUST003154,39,686158.55,Salaried,1
CUST003155,31,599917.48,Salaried,2
CUST003156,33,626074.83,Salaried,0
CUST003157,21,591328.45,Salaried,2
CUST003158,60,436195.76,Salaried,1
CUST003159,64,954851.36,Salaried,0
CUST003160,39,711100.38,Self-Employed,1
CUST003161,32,1110883.67,Business Owner,0
CUST003162,28,539212.7,Salaried,1
CUST003163,28,586230.9,Salaried,0
CUST003164,32,424269.85,Salaried,0
CUST003165,53,670490.83,Salaried,0
CUST003166,46,567236.81,Self-Employed,3
CUST003167,59,817377.23,Business Owner,2
CUST003168,48,505983.09,Self-Employed,3
CUST003169,25,555221.56,Salaried,1
CUST003170,28,525879.91,Salaried,0
CUST003171,45,589445.05,Business Owner,1
CUST003172,47,446877.38,Salaried,0
CUST003173,43,494714.43,Salaried,0
CUST003174,50,118743.56,Unemployed,2
CUST003175,43,717839.89,Self-Employed,0
CUST003176,40,376271.6,Self-Employed,1
CUST003177,38,294882.99,Salaried,2
CUST003178,38,643753.8,Salaried,0
CUST003179,22,693541.29,Salaried,1
CUST003180,24,693753.12,Self-Employed,1
CUST003181,50,624924.63,Salaried,1
CUST003182,53,443956.46,Business Owner,0
CUST003183,56,580428.15,Business Owner,1
CUST003184,38,690024.62,Salaried,1
CUST003185,57,818855.97,Salaried,1
CUST003186,39,428566.0,Salaried,2
CUST003187,48,542383.56,Self-Employed,2
CUST003188,60,389011.91,Self-Employed,1
CUST003189,40,335185.98,Self-Employed,2
CUST003190,53,605249.52,Salaried,2
CUST003191,32,579952.92,Salaried,2
CUST003192,35,100000.0,Self-Employed,0
CUST003193,61,630238.84,Salaried,1
CUST003194,59,565619.14,Self-Employed,2
CUST003195,22,649464.35,Self-Employed,0
CUST003196,49,514094.18,Salaried,1
CUST003197,61,361825.12,Salaried,1
CUST003198,30,536803.56,Salaried,1
CUST003199,22,705888.92,Salaried,3
CUST003200,31,484826.84,Self-Employed,3
CUST003201,33,669861.48,Self-Employed,1
CUST003202,30,379638.71,Business Owner,0
CUST003203,34,662419.46,Self-Employed,2
CUST003204,38,637356.79,Salaried,0
CUST003205,29,546764.73,Salaried,0
CUST003206,59,1328141.22,Business Owner,0
CUST003207,48,636003.63,Salaried,2
CUST003208,23,303158.65,Self-Employed,1
CUST003209,40,696374.81,Self-Employed,0
CUST003210,26,563742.88,Salaried,4
CUST003211,47,605541.97,Salaried,0
CUST003212,22,327341.29,Self-Employed,0
CUST003213,49,879328.94,Business Owner,0
CUST003214,58,458090.73,Salaried,2
CUST003215,23,831122.48,Business Owner,1
CUST003216,36,506135.93,Self-Employed,1
CUST003217,50,180288.71,Unemployed,2
CUST003218,60,389008.65,Salaried,2
CUST003219,22,750449.78,Salaried,0
CUST003220,37,1313720.9,Business Owner,0
CUST003221,61,824404.39,Business Owner,1
CUST003222,32,619358.26,Salaried,2
CUST003223,55,561304.81,Self-Employed,0
CUST003224,63,933347.74,Business Owner,2
CUST003225,21,690514.41,Salaried,2
CUST003226,35,422552.1,Self-Employed,0
CUST003227,46,595948.63,Business Owner,1
CUST003228,57,664225.21,Salaried,0
CUST003229,41,371123.81,Salaried,1
CUST003230,51,623808.9,Self-Employed,3
CUST003231,45,708387.46,Salaried,0
CUST003232,43,482656.11,Salaried,2
CUST003233,44,221104.34,Unemployed,1
CUST003234,58,429768.24,Self-Employed,4
CUST003235,48,725103.68,Business Owner,0
CUST003236,41,638591.5,Business Owner,0
CUST003237,63,667215.64,Salaried,0
CUST003238,38,541295.8,Salaried,2
CUST003239,56,384429.91,Salaried,3
CUST003240,55,651242.84,Salaried,0
CUST003241,29,441741.61,Self-Employed,1
CUST003242,58,717185.22,Self-Employed,3
CUST003243,50,646315.09,Salaried,1
CUST003244,64,639923.22,Salaried,1
CUST003245,54,752176.05,Salaried,1
CUST003246,52,624002.32,Salaried,2
CUST003247,23,717329.79,Salaried,0
CUST003248,23,502522.93,Salaried,1
CUST003249,48,829207.8,Self-Employed,1
CUST003250,64,641314.74,Salaried,2
CUST003251,35,419740.15,Salaried,2
CUST003252,61,527571.29,Self-Employed,1
CUST003253,43,627999.92,Salaried,2
CUST003254,60,524959.11,Self-Employed,1
CUST003255,31,255018.61,Salaried,1
CUST003256,52,517787.48,Salaried,0
CUST003257,56,392572.38,Salaried,1
CUST003258,53,352657.42,Business Owner,1
CUST003259,44,624962.85,Salaried,1
CUST003260,59,121957.99,Unemployed,1
CUST003261,54,545439.21,Salaried,4
CUST003262,48,465759.34,Salaried,1
CUST003263,57,806896.79,Salaried,1
CUST003264,27,605982.16,Salaried,2
CUST003265,24,371521.05,Salaried,2
CUST003266,57,696607.23,Salaried,2
CUST003267,21,548621.59,Salaried,1
CUST003268,21,779048.86,Salaried,4
CUST003269,40,598783.02,Salaried,1
CUST003270,39,495614.66,Salaried,2
CUST003271,49,518693.03,Salaried,2
CUST003272,30,419523.43,Self-Employed,1
CUST003273,38,1095902.49,Business Owner,1
CUST003274,48,482234.9,Salaried,0
CUST003275,55,786552.1,Salaried,0
CUST003276,63,655285.45,Salaried,0
CUST003277,51,989760.85,Business Owner,2
CUST003278,47,610956.87,Salaried,0
CUST003279,31,495979.67,Self-Employed,1
CUST003280,58,409571.34,Salaried,1
CUST003281,25,643880.01,Salaried,1
CUST003282,28,888860.24,Salaried,2
CUST003283,54,703773.21,Salaried,1
CUST003284,32,1075382.35,Business Owner,2
CUST003285,58,369755.06,Salaried,0
CUST003286,21,717226.96,Self-Employed,1
CUST003287,51,660500.42,Self-Employed,2
CUST003288,24,733485.55,Self-Employed,3
CUST003289,25,464421.49,Salaried,2
CUST003290,50,540019.87,Salaried,2
CUST003291,44,377134.59,Salaried,3
CUST003292,23,364491.14,Salaried,3
CUST003293,31,384616.35,Self-Employed,1
CUST003294,24,670164.81,Salaried,1
CUST003295,46,416716.14,Self-Employed,2
CUST003296,47,499627.92,Salaried,1
CUST003297,63,1035774.47,Business Owner,2
CUST003298,47,113676.62,Salaried,1
CUST003299,62,518637.96,Salaried,1
CUST003300,26,1035319.61,Business Owner,3
CUST003301,35,539485.88,Salaried,1
CUST003302,50,214960.23,Unemployed,2
CUST003303,62,500805.95,Salaried,0
CUST003304,57,511176.89,Salaried,1
CUST003305,57,302790.47,Self-Employed,0
CUST003306,62,596920.84,Business Owner,1
CUST003307,57,641551.68,Salaried,0
CUST003308,55,1223242.51,Business Owner,1
CUST003309,43,930983.57,Self-Employed,2
CUST003310,26,1130966.44,Business Owner,0
CUST003311,24,423323.95,Salaried,1
CUST003312,38,786247.67,Salaried,1
CUST003313,29,1094855.9,Business Owner,0
CUST003314,49,911477.34,Business Owner,0
CUST003315,33,760096.29,Salaried,1
CUST003316,37,955193.11,Salaried,2
CUST003317,52,571651.31,Salaried,0
CUST003318,42,333406.31,Self-Employed,3
CUST003319,24,799114.49,Salaried,2
CUST003320,25,998446.84,Salaried,4
CUST003321,57,621732.7,Salaried,0
CUST003322,61,506182.42,Self-Employed,0
CUST003323,33,625817.6,Salaried,1
CUST003324,54,667399.5,Salaried,0
CUST003325,42,218305.57,Self-Employed,3
