customer_id,loan_amount,tenure_months,interest_rate,loan_type,application_date,default_flag
CUST001520,332740.98,48,11.23,Home,2024-12-28,0
CUST001521,759177.86,24,7.42,Business,2025-11-16,0
CUST001522,1177293.35,84,13.52,Auto,2023-02-18,0
CUST001523,330916.65,48,12.14,Personal,2024-11-13,0
CUST001524,934755.8,24,15.53,Education,2025-09-28,1
CUST001525,749818.26,36,15.44,Education,2024-09-27,1
CUST001526,115082.17,84,13.42,Home,2025-01-19,0
CUST001527,407834.39,84,18.58,Personal,2023-09-08,0
CUST001528,252812.29,36,6.64,Home,2025-10-10,0
CUST001529,882377.63,24,10.12,Business,2023-06-25,0
CUST001530,359399.4,60,11.03,Auto,2025-12-06,0
CUST001531,425907.88,60,13.14,Education,2024-11-30,0
CUST001532,302972.59,84,10.31,Home,2024-06-26,1
CUST001533,413257.98,60,8.33,Education,2024-08-01,0
CUST001534,678583.17,24,13.83,Home,2023-07-18,0
CUST001535,1120982.47,24,7.42,Auto,2024-07-25,0
CUST001536,684483.57,48,6.0,Home,2023-10-29,0
CUST001537,979170.89,36,10.42,Education,2023-10-18,0
CUST001538,441329.54,84,8.6,Education,2024-12-17,0
CUST001539,461194.45,60,14.1,Business,2025-06-21,0
CUST001540,504962.26,24,12.72,Business,2023-01-13,0
CUST001541,326111.96,84,10.28,Business,2025-03-19,0
CUST001542,186954.48,84,15.56,Business,2023-04-30,0
CUST001543,1404423.95,48,17.71,Auto,2025-10-24,1
CUST001544,688268.59,60,10.95,Auto,2023-01-05,0
CUST001545,652526.87,24,6.0,Business,2025-02-11,0
CUST001546,598630.58,12,8.28,Home,2023-07-25,0
CUST001547,362721.68,24,11.15,Education,2025-10-03,0
CUST001548,732496.02,24,9.73,Personal,2023-10-23,0
CUST001549,818633.09,120,9.66,Personal,2024-11-16,0
CUST001550,898029.46,84,6.29,Education,2025-09-28,0
CUST001551,979679.68,84,13.81,Home,2023-08-11,1
CUST001552,535147.86,36,13.57,Auto,2023-05-31,0
CUST001553,631524.01,24,6.0,Personal,2023-12-18,0
CUST001554,647954.72,60,13.17,Home,2025-05-25,0
CUST001555,1326260.94,24,6.78,Personal,2025-06-24,0
CUST001556,557185.59,12,9.58,Business,2023-03-10,0
CUST001557,395231.67,84,15.77,Home,2023-07-18,1
CUST001558,384574.17,24,8.27,Business,2024-06-18,0
CUST001559,135817.62,84,12.79,Business,2024-04-16,0
CUST001560,288455.18,36,8.73,Personal,2025-01-17,0
CUST001561,115957.96,12,11.62,Education,2023-11-26,0
CUST001562,160743.48,12,9.21,Home,2025-04-22,0
CUST001563,152613.11,24,10.97,Personal,2023-07-13,0
CUST001564,22498.68,12,15.01,Home,2025-04-23,0
CUST001565,892561.05,60,13.63,Education,2025-06-25,1
CUST001566,654440.69,84,10.75,Auto,2024-02-01,0
CUST001567,263420.06,36,15.91,Business,2025-06-06,0
CUST001568,218603.64,84,11.89,Business,2023-04-26,0
CUST001569,589606.24,84,11.69,Business,2025-08-20,0
CUST001570,712444.01,120,7.62,Business,2025-10-28,0
CUST001571,474434.3,84,7.56,Auto,2024-12-31,0
CUST001572,556200.52,12,9.63,Personal,2025-02-13,0
CUST001573,195443.44,84,9.2,Personal,2024-05-06,0
CUST001574,300398.86,48,10.51,Auto,2023-09-20,0
CUST001575,68021.37,84,14.75,Home,2024-08-17,0
CUST001576,381799.74,84,6.14,Personal,2023-06-06,0
CUST001577,92998.41,48,9.64,Business,2024-12-04,0
CUST001578,180511.85,48,9.6,Home,2024-06-22,0
CUST001579,294635.19,84,9.48,Education,2024-11-13,0
CUST001580,285747.68,120,15.56,Business,2023-10-28,0
CUST001581,150622.22,120,8.29,Education,2023-09-21,0
CUST001582,175087.43,120,6.0,Business,2024-01-22,0
CUST001583,1152150.56,84,10.62,Auto,2024-01-18,0
CUST001584,556280.91,48,10.47,Personal,2023-10-04,1
CUST001585,72906.01,12,7.87,Auto,2024-05-14,0
CUST001586,398676.69,120,9.19,Business,2024-02-01,1
CUST001587,200841.77,24,11.51,Education,2024-02-14,0
CUST001588,657313.67,60,11.68,Education,2024-02-13,0
CUST001589,527618.58,120,11.63,Business,2025-06-28,0
CUST001590,79493.08,120,12.16,Education,2025-08-07,0
CUST001591,245018.94,48,7.82,Auto,2023-01-23,0
CUST001592,204320.93,84,12.2,Personal,2025-05-15,0
CUST001593,687698.89,60,9.47,Home,2024-10-11,0
CUST001594,465837.13,120,13.42,Auto,2025-09-08,0
CUST001595,692465.33,60,11.45,Business,2023-07-06,0
CUST001596,167360.61,120,9.71,Home,2024-08-17,0
CUST001597,113310.43,36,7.84,Business,2023-10-03,0
CUST001598,767427.35,24,8.23,Education,2023-12-20,0
CUST001599,552225.93,48,11.26,Business,2024-08-22,0
CUST001600,110430.2,12,10.75,Home,2023-08-27,0
CUST001601,564159.76,84,13.08,Education,2024-07-03,0
CUST001602,499662.78,36,9.29,Personal,2024-03-31,0
CUST001603,383770.21,84,11.87,Education,2024-02-03,0
CUST001604,453218.83,48,9.72,Auto,2025-06-16,0
CUST001605,123680.9,24,15.57,Personal,2024-03-28,1
CUST001606,619016.17,12,10.82,Auto,2024-08-29,0
CUST001607,250218.77,12,11.9,Auto,2023-02-15,0
CUST001608,201264.98,84,6.0,Home,2023-03-29,0
CUST001609,247330.1,48,11.53,Business,2023-07-27,1
CUST001610,536840.88,120,13.59,Education,2025-11-22,0
CUST001611,210539.48,84,10.59,Education,2024-03-27,0
CUST001612,843779.6,24,12.71,Home,2023-12-03,1
CUST001613,563567.69,120,11.38,Home,2024-04-25,0
CUST001614,131869.71,84,6.0,Personal,2025-01-04,0
CUST001615,1749879.32,12,10.47,Auto,2023-12-16,1
CUST001616,710990.92,24,15.16,Education,2025-05-19,1
CUST001617,1651943.21,84,11.92,Education,2024-12-28,0
CUST001618,292050.06,60,6.94,Business,2025-01-02,1
CUST001619,215979.58,36,14.28,Education,2024-12-12,0
CUST001620,340316.75,12,10.36,Personal,2023-03-13,0
CUST001621,247763.53,120,9.17,Education,2023-03-15,0
CUST001622,292473.32,24,17.5,Business,2024-07-10,0
CUST001623,341907.75,36,9.7,Education,2023-02-20,0
CUST001624,471135.08,36,11.47,Personal,2024-02-11,0
CUST001625,276030.66,12,11.13,Auto,2025-02-23,0
CUST001626,542961.86,36,14.59,Business,2023-05-10,1
CUST001627,554516.83,84,10.75,Auto,2023-12-06,0
CUST001628,469615.41,120,13.16,Personal,2024-06-12,0
CUST001629,221173.94,36,13.04,Auto,2024-11-29,0
CUST001630,481446.29,24,18.68,Education,2025-05-12,0
CUST001631,568749.81,48,16.43,Auto,2025-11-01,0
CUST001632,78935.35,36,8.5,Business,2024-11-14,0
CUST001633,755646.64,36,17.82,Education,2025-08-11,0
CUST001634,190594.07,60,12.84,Personal,2024-04-05,0
CUST001635,30650.8,24,7.62,Education,2024-12-18,0
CUST001636,282385.1,120,9.38,Home,2025-04-29,1
CUST001637,322401.69,60,14.51,Business,2025-11-02,0
CUST001638,516665.23,84,9.51,Personal,2024-05-23,0
CUST001639,608201.16,60,10.08,Education,2025-03-12,0
CUST001640,499978.86,84,6.4,Business,2025-03-26,0
CUST001641,172907.52,24,8.74,Education,2025-07-07,0
CUST001642,259471.82,84,7.58,Personal,2023-12-18,0
CUST001643,446957.82,84,11.54,Auto,2023-11-11,1
CUST001644,424551.95,120,11.22,Business,2023-03-05,0
CUST001645,632613.2,84,14.29,Auto,2024-09-05,0
CUST001646,115835.46,120,14.05,Business,2024-08-04,0
CUST001647,286992.57,24,8.56,Personal,2023-09-10,0
CUST001648,168613.15,48,15.8,Education,2023-08-11,0
CUST001649,705747.42,120,10.94,Personal,2025-07-18,0
CUST001650,237097.2,84,14.62,Business,2025-01-19,0
CUST001651,410141.46,36,12.81,Home,2024-09-10,0
CUST001652,301782.27,120,12.86,Home,2024-09-03,0
CUST001653,868287.14,12,12.21,Home,2023-07-21,0
CUST001654,211760.69,84,15.4,Home,2024-04-18,0
CUST001655,272764.46,24,7.0,Education,2023-03-30,0
CUST001656,698590.92,60,11.24,Auto,2025-11-28,0
CUST001657,403897.89,36,14.1,Auto,2024-08-01,0
CUST001658,703252.94,60,15.8,Education,2024-04-13,0
CUST001659,163628.87,48,10.6,Business,2025-03-12,0
CUST001660,296933.43,12,12.19,Business,2023-08-08,0
CUST001661,539939.44,36,9.15,Auto,2024-09-20,0
CUST001662,213578.27,36,13.57,Auto,2024-10-15,0
CUST001663,148628.67,84,11.28,Personal,2023-03-06,0
CUST001664,639798.02,84,11.41,Auto,2023-06-24,0
CUST001665,1191638.37,48,10.69,Business,2025-07-15,0
CUST001666,483392.93,60,10.69,Education,2024-02-19,0
CUST001667,355119.32,48,8.64,Auto,2023-02-06,0
CUST001668,1087682.13,24,11.59,Auto,2024-09-22,0
CUST001669,644820.45,120,12.07,Auto,2025-06-29,0
CUST001670,1437014.42,12,14.03,Home,2024-11-07,0
CUST001671,261286.03,120,7.9,Auto,2023-10-02,0
CUST001672,1484505.0,60,6.52,Personal,2024-01-22,0
CUST001673,548573.98,12,10.14,Education,2024-07-28,0
CUST001674,487713.82,24,17.11,Home,2023-02-28,0
CUST001675,46756.96,12,9.67,Education,2024-06-21,0
CUST001676,728490.79,12,10.15,Business,2025-10-08,1
CUST001677,213918.92,84,10.64,Home,2024-03-31,0
CUST001678,583632.34,120,6.78,Auto,2023-07-02,0
CUST001679,693374.74,60,11.71,Home,2025-10-08,0
CUST001680,187877.11,24,11.02,Home,2025-12-22,0
CUST001681,190758.62,12,12.05,Education,2024-03-03,0
CUST001682,69168.85,120,9.38,Personal,2023-10-06,0
CUST001683,512666.68,48,12.21,Personal,2024-03-11,0
CUST001684,550269.97,120,9.88,Business,2024-05-25,0
CUST001685,974895.21,48,6.0,Home,2023-08-14,0
CUST001686,1248464.56,60,8.44,Business,2023-04-12,0
CUST001687,377744.94,36,13.06,Personal,2025-05-22,0
CUST001688,1557391.2,12,9.91,Education,2024-06-13,0
CUST001689,1183980.21,84,9.66,Auto,2024-08-16,0
CUST001690,505426.05,36,15.65,Business,2025-12-15,0
CUST001691,551502.03,24,13.38,Business,2024-02-11,1
CUST001692,196193.04,12,9.65,Personal,2023-11-23,0
CUST001693,1326433.75,36,11.58,Education,2024-02-09,0
CUST001694,631125.65,84,10.0,Home,2024-10-20,0
CUST001695,159154.29,48,17.1,Home,2023-07-05,0
CUST001696,802912.61,84,11.47,Auto,2025-12-18,0
CUST001697,245881.38,120,6.0,Home,2024-12-06,0
CUST001698,1259486.86,84,11.86,Auto,2024-08-19,1
CUST001699,267506.31,36,8.63,Auto,2023-05-07,0
CUST001700,396816.64,12,13.67,Business,2025-09-09,0
CUST001701,684604.9,120,7.8,Personal,2025-02-05,1
CUST001702,732276.75,36,10.1,Home,2025-10-27,1
CUST001703,871595.29,12,9.6,Auto,2025-04-22,0
CUST001704,459123.23,48,10.01,Business,2024-04-09,0
CUST001705,594560.28,60,12.37,Business,2024-03-04,0
CUST001706,580933.88,48,13.51,Personal,2023-11-03,0
CUST001707,929987.18,12,12.5,Business,2023-12-03,0
CUST001708,643151.47,24,12.07,Education,2023-03-18,0
CUST001709,781510.37,12,14.35,Education,2025-12-18,0
CUST001710,560691.57,60,15.03,Auto,2024-09-20,0
CUST001711,189214.68,48,14.05,Personal,2025-02-16,0
CUST001712,252149.5,60,11.83,Home,2024-05-13,0
CUST001713,528239.57,24,16.04,Business,2024-08-13,0
CUST001714,833302.27,24,8.92,Home,2024-11-21,0
CUST001715,147810.67,36,11.01,Education,2024-01-28,0
CUST001716,109765.1,24,14.37,Personal,2025-05-30,1
CUST001717,197078.39,84,10.31,Home,2024-04-01,0
CUST001718,219173.03,12,8.38,Business,2024-06-28,0
CUST001719,303493.07,48,14.46,Education,2023-04-08,0
CUST001720,409800.61,48,8.76,Home,2023-03-25,0
CUST001721,971872.11,24,12.8,Auto,2023-10-11,0
CUST001722,608233.86,24,12.52,Personal,2023-12-15,0
CUST001723,664040.02,24,11.74,Personal,2023-12-11,0
CUST001724,471019.2,12,11.89,Personal,2023-12-08,0
CUST001725,355227.69,60,11.83,Business,2024-12-31,0
CUST001726,171462.52,12,7.3,Personal,2024-12-16,0
CUST001727,537110.86,24,12.17,Personal,2025-01-25,0
CUST001728,586257.14,48,11.85,Auto,2024-10-08,0
CUST001729,817910.17,36,17.15,Home,2025-12-02,0
CUST001730,533313.72,84,10.84,Auto,2025-07-13,1
CUST001731,529647.23,24,12.24,Business,2025-09-01,0
CUST001732,1235808.78,120,10.82,Auto,2023-01-17,0
CUST001733,523832.61,84,11.58,Personal,2024-10-08,0
CUST001734,149975.49,48,11.99,Personal,2025-10-31,0
CUST001735,339274.45,84,13.63,Auto,2024-01-23,1
CUST001736,416438.82,24,12.63,Auto,2024-07-20,0
CUST001737,526535.93,60,10.37,Auto,2025-01-31,0
CUST001738,516624.15,120,10.48,Business,2023-03-21,0
CUST001739,39390.02,24,9.38,Home,2025-04-04,0
CUST001740,935036.18,60,10.65,Personal,2024-03-02,1
CUST001741,620366.76,24,6.47,Personal,2023-08-01,1
CUST001742,611545.9,84,9.35,Business,2023-07-07,0
CUST001743,538953.04,48,15.09,Personal,2023-07-26,0
CUST001744,80443.68,24,13.89,Home,2024-04-28,0
CUST001745,128623.57,12,14.67,Auto,2024-11-26,0
CUST001746,1203729.79,84,8.22,Auto,2025-07-03,0
CUST001747,1081079.18,24,11.77,Business,2024-08-10,0
CUST001748,574853.26,60,10.75,Auto,2023-04-07,0
CUST001749,543168.49,24,14.14,Home,2023-11-17,1
CUST001750,807254.51,84,11.52,Education,2025-04-07,0
CUST001751,295809.9,60,10.27,Personal,2025-01-22,0
CUST001752,1752756.59,60,8.42,Personal,2025-03-20,0
CUST001753,643417.5,84,14.19,Personal,2024-07-24,0
CUST001754,605757.02,60,12.27,Home,2024-10-26,0
CUST001755,510798.94,84,12.61,Auto,2024-11-20,0
CUST001756,545901.09,36,12.75,Auto,2025-01-05,1
CUST001757,961639.12,84,13.73,Business,2023-12-27,0
CUST001758,472615.24,48,14.38,Business,2025-02-06,0
CUST001759,939236.9,36,9.68,Auto,2025-04-22,1
CUST001760,618360.31,36,8.56,Personal,2023-06-27,0
CUST001761,75355.68,84,8.38,Business,2023-03-25,0
CUST001762,1164053.46,24,10.2,Auto,2025-11-30,0
CUST001763,451178.77,60,12.59,Education,2025-03-10,0
CUST001764,407021.35,60,16.49,Business,2023-07-28,0
CUST001765,841985.17,120,11.93,Business,2023-06-27,0
CUST001766,271861.26,60,15.42,Personal,2024-09-02,0
CUST001767,943517.84,84,9.58,Business,2023-01-20,0
CUST001768,655796.21,36,15.78,Education,2024-03-27,0
CUST001769,226149.96,48,13.68,Auto,2024-08-17,0
CUST001770,47013.34,48,8.22,Business,2024-10-04,0
CUST001771,541720.69,48,13.34,Personal,2025-08-10,0
CUST001772,543979.3,120,14.58,Education,2024-10-02,0
CUST001773,262198.72,36,12.0,Business,2025-07-19,0
CUST001774,495409.62,12,12.39,Personal,2025-09-17,0
CUST001775,1532269.3,12,12.86,Personal,2025-04-01,0
CUST001776,1089493.6,12,9.58,Personal,2023-02-10,1
CUST001777,1165347.57,120,11.97,Business,2024-06-23,0
CUST001778,203207.83,24,6.44,Auto,2023-11-02,0
CUST001779,351892.05,24,10.75,Personal,2025-11-28,0
CUST001780,574061.98,60,12.52,Education,2023-06-29,0
CUST001781,413200.11,36,13.67,Home,2023-07-20,0
CUST001782,342329.04,36,6.11,Auto,2023-11-23,0
CUST001783,251752.59,84,12.79,Personal,2023-04-19,0
CUST001784,554188.92,36,7.52,Home,2023-02-28,0
CUST001785,215941.78,60,12.53,Education,2024-11-04,0
CUST001786,310833.89,120,14.17,Business,2023-07-25,0
CUST001787,261345.63,36,6.0,Business,2025-11-05,0
CUST001788,544113.57,12,10.76,Personal,2024-05-10,0
CUST001789,978575.44,12,13.53,Home,2023-03-31,0
CUST001790,233717.8,60,11.47,Personal,2024-06-30,0
CUST001791,158800.76,36,11.57,Personal,2024-01-06,0
CUST001792,580768.21,84,15.68,Home,2025-06-17,0
CUST001793,201846.8,84,12.7,Auto,2024-09-17,0
CUST001794,165535.48,84,14.92,Auto,2024-12-05,0
CUST001795,368181.8,48,8.02,Auto,2025-08-02,0
CUST001796,665671.43,120,9.08,Personal,2025-05-20,0
CUST001797,720399.65,120,13.77,Business,2024-03-02,0
CUST001798,385574.79,48,10.26,Business,2023-01-02,0
CUST001799,236343.55,48,9.68,Personal,2025-12-13,0
CUST001800,271879.69,24,12.52,Education,2025-02-19,0
CUST001801,404254.63,84,9.1,Home,2023-09-08,0
CUST001802,159111.26,48,12.83,Business,2023-04-27,0
CUST001803,843226.97,84,13.63,Personal,2023-04-20,0
CUST001804,544988.15,60,7.98,Home,2023-11-08,0
CUST001805,985108.99,48,12.26,Education,2024-12-23,0
CUST001806,376512.18,120,11.15,Education,2024-10-18,0
CUST001807,739814.54,120,10.99,Auto,2023-03-14,0
CUST001808,307818.1,48,12.0,Education,2024-05-18,1
CUST001809,482169.92,84,6.0,Auto,2025-11-02,0
CUST001810,345897.63,60,6.0,Home,2025-11-30,0
CUST001811,174748.8,60,14.07,Education,2023-01-18,0
CUST001812,666531.61,12,12.14,Auto,2023-08-07,0
CUST001813,718000.78,36,8.39,Personal,2023-03-09,0
CUST001814,201920.5,120,8.77,Personal,2023-02-28,0
CUST001815,541230.39,48,8.84,Personal,2025-06-17,0
CUST001816,317203.09,48,7.82,Home,2024-08-21,0
CUST001817,421540.19,48,11.56,Education,2024-10-07,0
CUST001818,482642.93,12,13.87,Personal,2023-04-18,0
CUST001819,855436.26,48,12.79,Education,2025-12-11,1
CUST001820,335475.2,120,16.56,Education,2024-09-29,0
CUST001821,382643.09,60,14.37,Business,2025-04-13,1
CUST001822,1039372.1,48,16.05,Home,2025-11-04,0
CUST001823,177804.42,84,13.78,Education,2025-10-13,0
CUST001824,1150225.11,120,10.63,Education,2025-05-15,0
CUST001825,564236.66,24,8.77,Personal,2025-03-17,0
CUST001826,1368513.73,12,10.67,Personal,2024-12-09,0
CUST001827,365946.2,120,9.24,Business,2025-11-07,0
CUST001828,1147914.59,24,9.76,Business,2025-10-15,0
CUST001829,403855.19,60,11.31,Home,2024-12-02,0
CUST001830,206292.07,120,6.13,Business,2024-05-09,0
CUST001831,776809.26,60,6.0,Business,2025-04-11,0
CUST001832,285389.98,12,13.2,Home,2024-06-18,0
CUST001833,193670.43,48,14.88,Home,2023-12-27,0
CUST001834,166666.92,48,14.16,Education,2023-08-07,0
CUST001835,317518.68,36,10.35,Business,2024-06-18,0
CUST001836,56599.35,60,14.05,Personal,2024-12-25,0
CUST001837,457126.48,12,10.05,Auto,2025-11-04,0
CUST001838,234250.41,12,8.11,Personal,2024-07-25,0
CUST001839,526184.49,48,8.88,Education,2025-04-23,0
CUST001840,305426.06,24,10.51,Education,2025-11-19,0
CUST001841,192481.73,36,11.8,Education,2023-09-24,0
CUST001842,296037.12,60,9.92,Personal,2024-11-30,0
CUST001843,1178729.55,12,14.13,Personal,2023-06-23,1
CUST001844,552738.54,24,11.4,Business,2025-07-03,1
CUST001845,500322.87,24,16.21,Personal,2025-09-27,0
CUST001846,1612743.09,120,8.15,Education,2024-03-09,0
CUST001847,418111.32,60,13.81,Personal,2024-11-11,0
CUST001848,524804.93,60,6.0,Auto,2023-06-14,0
CUST001849,349717.27,24,10.97,Education,2024-10-19,0
CUST001850,449170.35,48,11.03,Home,2023-12-18,0
CUST001851,636584.21,48,12.05,Education,2025-08-23,0
CUST001852,707723.98,120,8.63,Auto,2025-06-12,0
CUST001853,363235.88,120,9.2,Personal,2025-12-03,0
CUST001854,603255.03,60,12.61,Business,2023-02-08,1
CUST001855,133631.22,36,12.31,Education,2023-05-09,0
CUST001856,697657.76,84,12.37,Home,2024-01-30,1
CUST001857,850094.56,84,11.29,Auto,2023-07-04,0
CUST001858,873195.5,120,10.83,Auto,2024-04-03,0
CUST001859,262301.84,60,11.3,Personal,2025-08-20,0
CUST001860,547584.41,60,9.99,Education,2025-05-05,0
CUST001861,312856.99,36,8.04,Auto,2025-12-21,0
CUST001862,459746.25,84,12.45,Business,2023-03-21,0
CUST001863,903184.66,60,6.0,Home,2023-09-24,0
CUST001864,343535.42,12,10.73,Education,2023-12-05,0
CUST001865,490261.41,60,12.72,Auto,2025-08-04,0
CUST001866,1131910.12,36,14.03,Business,2025-09-12,0
CUST001867,1891701.68,24,8.22,Home,2025-02-16,0
CUST001868,299223.93,24,11.53,Auto,2025-09-23,0
CUST001869,240409.61,36,10.81,Personal,2025-02-17,0
CUST001870,666870.27,48,6.0,Personal,2025-10-06,0
CUST001871,1437769.17,60,7.52,Personal,2025-12-30,1
CUST001872,400558.26,60,7.94,Auto,2024-03-12,0
CUST001873,850775.69,84,8.25,Personal,2023-04-27,0
CUST001874,699337.93,48,12.18,Auto,2024-05-08,1
CUST001875,572954.97,12,19.11,Home,2025-09-24,0
CUST001876,357350.27,60,11.01,Education,2024-04-15,0
CUST001877,126220.31,12,8.28,Auto,2024-11-28,0
CUST001878,990008.7,60,7.69,Business,2023-10-28,1
CUST001879,474361.42,84,15.08,Auto,2023-06-11,0
CUST001880,305951.21,12,13.05,Auto,2023-02-21,0
CUST001881,667694.85,120,12.12,Home,2025-03-08,1
CUST001882,445213.89,48,16.23,Auto,2023-12-10,0
CUST001883,685786.15,84,13.57,Personal,2024-12-12,0
CUST001884,423656.94,120,6.0,Personal,2023-01-08,1
CUST001885,469176.17,60,12.11,Auto,2023-05-07,0
CUST001886,275526.48,60,12.41,Business,2023-01-11,0
CUST001887,1215213.31,84,13.33,Education,2025-01-26,0
CUST001888,728612.23,36,14.46,Education,2025-03-17,0
CUST001889,237436.22,12,13.84,Business,2024-05-06,1
CUST001890,655832.75,24,9.77,Home,2024-11-19,0
CUST001891,1325089.08,120,15.54,Education,2024-04-04,1
CUST001892,246541.12,12,8.94,Auto,2024-03-25,0
CUST001893,324559.96,84,8.6,Home,2025-09-12,0
CUST001894,1045387.31,36,8.56,Personal,2023-05-21,0
CUST001895,196426.51,24,8.69,Education,2025-04-06,0
CUST001896,182900.6,60,9.37,Business,2024-04-29,0
CUST001897,404201.93,60,7.45,Personal,2025-07-14,0
CUST001898,813536.06,36,14.25,Education,2023-08-25,0
CUST001899,195145.89,120,13.22,Education,2025-01-28,1
CUST001900,264154.71,84,9.87,Personal,2023-06-28,0
CUST001901,352782.95,84,9.73,Business,2023-11-19,0
CUST001902,809874.17,60,13.19,Auto,2024-02-16,0
CUST001903,699225.32,84,15.04,Auto,2024-05-09,0
CUST001904,873885.46,84,13.54,Education,2023-09-07,0
CUST001905,39777.33,36,14.34,Personal,2023-03-17,0
CUST001906,1148613.34,60,8.88,Personal,2023-03-02,0
CUST001907,376660.12,36,16.69,Business,2023-09-22,1
CUST001908,325516.4,24,8.77,Business,2023-02-04,0
CUST001909,167767.88,60,12.57,Education,2023-04-26,0
CUST001910,937709.92,48,11.39,Auto,2025-05-10,0
CUST001911,117157.27,84,9.66,Education,2025-12-01,0
CUST001912,490370.99,12,11.13,Education,2025-08-18,0
CUST001913,803457.1,84,13.36,Home,2025-04-22,0
CUST001914,188463.59,48,6.92,Personal,2024-08-24,0
CUST001915,278619.09,48,8.41,Auto,2025-08-23,0
CUST001916,428086.88,24,13.9,Home,2024-09-15,0
CUST001917,587226.72,48,12.03,Business,2024-06-29,0
CUST001918,332574.36,36,15.05,Personal,2023-04-21,0
CUST001919,229339.15,120,14.72,Education,2023-02-22,0
CUST001920,328755.92,12,12.94,Home,2024-01-31,0
CUST001921,1798156.94,60,11.65,Business,2023-08-15,0
CUST001922,140506.73,84,12.38,Home,2024-12-11,0
CUST001923,1050389.19,36,12.7,Business,2025-08-27,0
CUST001924,977159.51,120,13.15,Education,2024-04-30,0
CUST001925,38495.62,36,6.48,Auto,2023-05-31,0
CUST001926,262060.76,120,7.24,Business,2025-11-23,0
CUST001927,699622.28,60,15.04,Home,2023-10-31,1
CUST001928,525270.67,12,13.75,Personal,2023-04-21,0
CUST001929,255747.56,120,7.18,Business,2025-07-18,0
CUST001930,434524.53,48,13.24,Business,2025-01-09,0
CUST001931,388944.23,12,9.01,Home,2024-05-21,0
CUST001932,337041.57,36,14.11,Education,2023-12-09,1
CUST001933,193710.48,120,13.77,Business,2025-01-16,0
CUST001934,214313.39,24,13.48,Personal,2024-08-13,0
CUST001935,629193.96,48,19.84,Education,2023-11-10,1
CUST001936,591585.27,24,11.24,Business,2025-08-27,0
CUST001937,954048.18,60,6.0,Auto,2024-01-13,0
CUST001938,501621.29,48,10.99,Business,2023-02-19,0
CUST001939,837172.97,60,13.0,Auto,2023-02-07,1
CUST001940,831374.08,36,7.09,Education,2025-07-27,0
CUST001941,903966.39,24,15.72,Home,2025-11-24,0
CUST001942,440758.81,120,13.03,Personal,2025-04-28,0
CUST001943,770201.18,36,9.52,Home,2025-03-22,0
CUST001944,424276.5,12,11.83,Business,2024-01-31,0
CUST001945,448073.47,24,11.85,Education,2025-09-23,1
CUST001946,201445.08,24,16.79,Education,2023-12-30,0
CUST001947,358194.37,48,14.71,Auto,2024-06-22,0
CUST001948,630955.87,120,16.37,Education,2025-02-03,0
CUST001949,226735.68,12,8.81,Education,2024-03-12,0
CUST001950,308318.74,120,13.82,Business,2024-10-16,0
CUST001951,633395.44,24,10.97,Home,2023-06-25,1
CUST001952,1415457.6,12,7.88,Education,2024-02-05,0
CUST001953,260656.47,24,8.37,Business,2025-09-05,0
CUST001954,448446.62,48,11.88,Business,2024-07-29,0
CUST001955,202368.0,60,11.4,Education,2025-05-02,0
CUST001956,106571.54,120,10.1,Education,2023-01-22,0
CUST001957,217878.62,84,8.37,Personal,2024-11-16,0
CUST001958,395836.55,120,13.41,Personal,2023-03-24,0
CUST001959,283079.91,24,9.28,Home,2025-11-12,0
CUST001960,182977.69,24,6.34,Home,2024-03-27,0
CUST001961,318293.8,120,12.6,Education,2024-02-28,0
CUST001962,697330.56,36,14.04,Home,2025-11-03,0
CUST001963,626991.87,60,7.42,Auto,2023-08-06,0
CUST001964,457450.49,12,9.47,Business,2024-12-23,0
CUST001965,164325.43,48,13.52,Auto,2025-12-28,1
CUST001966,236268.32,60,14.03,Education,2023-03-15,0
CUST001967,736930.31,12,8.07,Personal,2025-02-11,0
CUST001968,204994.62,120,9.79,Personal,2024-12-27,0
CUST001969,588783.9,12,7.7,Auto,2023-05-18,0
CUST001970,261825.94,24,10.59,Education,2025-04-06,0
CUST001971,416956.93,48,6.84,Business,2025-08-22,1
CUST001972,442955.45,48,13.36,Personal,2024-11-20,0
CUST001973,274272.44,12,12.93,Personal,2025-06-17,0
CUST001974,277313.53,120,6.0,Personal,2023-01-27,1
CUST001975,523307.0,48,11.83,Education,2025-08-06,0
CUST001976,543310.06,24,11.76,Education,2024-11-03,0
CUST001977,111477.09,84,8.05,Education,2024-05-30,0
CUST001978,379579.58,12,11.46,Business,2024-07-15,0
CUST001979,383407.38,48,14.0,Auto,2023-12-16,0
CUST001980,404893.07,36,9.26,Business,2024-01-28,0
CUST001981,567637.64,24,13.21,Business,2023-04-11,0
CUST001982,797442.94,12,9.32,Home,2025-11-01,0
CUST001983,431610.82,36,10.32,Home,2025-03-29,0
CUST001984,554851.76,60,10.38,Business,2023-12-21,0
CUST001985,1637611.72,120,13.13,Business,2025-08-05,0
CUST001986,290433.07,60,17.02,Personal,2025-03-15,1
CUST001987,725723.21,84,9.4,Education,2025-08-20,0
CUST001988,406297.85,84,16.62,Home,2023-06-21,1
CUST001989,1294384.66,12,12.24,Personal,2024-06-07,0
CUST001990,703508.86,24,10.68,Home,2024-12-06,0
CUST001991,505455.63,60,9.44,Education,2024-12-12,0
CUST001992,142401.33,12,10.35,Home,2025-06-27,0
