customer_id,credit_score,credit_utilization,debt_ratio,open_credit_lines,past_due_30_59,past_due_60_89,past_due_90plus,real_estate_loans
CUST001579,712,0.5195,0.2803,8,1,0,0,1
CUST001580,619,0.4677,0.3153,3,0,1,0,1
CUST001581,713,0.1236,0.5162,6,0,0,0,1
CUST001582,612,0.5655,0.1406,4,0,0,0,0
CUST001583,670,0.2452,0.3523,2,0,0,0,0
CUST001584,574,0.4188,0.76,2,0,0,1,2
CUST001585,737,0.221,0.1496,4,0,0,0,2
CUST001586,639,0.1197,0.2701,1,0,2,0,1
CUST001587,589,0.4098,0.2912,8,0,0,0,0
CUST001588,671,0.4587,0.4143,3,0,1,0,1
CUST001589,493,0.4888,0.4885,1,1,0,0,1
CUST001590,559,0.3565,0.3515,4,0,0,0,0
CUST001591,623,0.3952,0.3696,3,0,0,0,0
CUST001592,661,0.2567,0.5026,1,0,1,0,1
CUST001593,660,0.2037,0.2673,2,1,0,0,1
CUST001594,601,0.6389,0.4403,4,0,0,0,0
CUST001595,703,0.1965,0.1762,4,0,0,0,1
CUST001596,539,0.171,0.0809,4,1,0,0,0
CUST001597,626,0.3649,0.1227,7,0,0,0,0
CUST001598,746,0.3347,0.2166,2,1,0,0,0
CUST001599,702,0.364,0.4965,3,0,0,0,0
CUST001600,765,0.5464,0.1268,1,0,0,0,1
CUST001601,853,0.2709,0.3991,11,0,0,0,0
CUST001602,595,0.1438,0.0392,8,1,1,0,1
CUST001603,681,0.1575,0.2605,3,0,0,0,2
CUST001604,577,0.5656,0.3959,5,0,0,0,1
CUST001605,551,0.22,0.7491,1,1,1,1,0
CUST001606,689,0.2483,0.1412,4,0,0,0,0
CUST001607,653,0.216,0.6913,4,1,0,0,0
CUST001608,614,0.5733,0.3564,6,0,0,0,1
CUST001609,702,0.1296,0.1009,3,1,2,0,0
CUST001610,617,0.4063,0.5026,6,0,0,0,2
CUST001611,515,0.254,0.6793,7,0,0,0,0
CUST001612,711,0.1297,0.1796,6,1,0,0,0
CUST001613,588,0.4134,0.0555,5,1,0,0,0
CUST001614,718,0.0358,0.2144,5,0,0,0,1
CUST001615,682,0.2626,0.4666,3,0,0,0,1
CUST001616,414,0.2942,0.4352,5,0,1,0,0
CUST001617,624,0.5546,0.4702,4,0,0,0,1
CUST001618,565,0.0739,0.4859,2,1,0,0,0
CUST001619,733,0.0348,0.2946,0,0,0,0,0
CUST001620,599,0.3256,0.4212,7,0,0,0,1
CUST001621,726,0.2155,0.2328,5,1,0,0,0
CUST001622,656,0.0959,0.0245,3,1,0,0,1
CUST001623,598,0.1485,0.0661,6,0,0,0,2
CUST001624,695,0.2664,0.2975,1,0,0,0,0
CUST001625,730,0.2052,0.1176,5,0,0,0,2
CUST001626,544,0.3945,0.6245,6,0,0,1,0
CUST001627,512,0.2653,0.0923,3,2,0,0,0
CUST001628,643,0.1318,0.4677,3,0,0,0,0
CUST001629,614,0.6983,0.583,4,0,0,0,1
CUST001630,693,0.4304,0.6325,2,0,0,0,1
CUST001631,721,0.1908,0.2406,0,0,0,0,1
CUST001632,500,0.1415,0.0711,4,0,0,0,1
CUST001633,616,0.4783,0.316,3,1,0,0,0
CUST001634,510,0.1862,0.1912,4,0,0,1,0
CUST001635,528,0.3039,0.2147,2,0,0,0,0
CUST001636,499,0.0845,0.4263,4,1,0,0,0
CUST001637,616,0.2312,0.2513,4,1,0,0,1
CUST001638,508,0.1038,0.1829,9,0,0,0,2
CUST001639,590,0.1904,0.5978,6,1,0,0,0
CUST001640,572,0.305,0.4205,4,0,1,0,0
CUST001641,619,0.2756,0.1675,5,1,0,0,1
CUST001642,650,0.3165,0.3069,5,0,0,0,0
CUST001643,643,0.3073,0.3506,7,1,0,1,1
CUST001644,540,0.2928,0.7269,3,0,0,0,0
CUST001645,647,0.3035,0.1163,8,0,2,0,0
CUST001646,612,0.3307,0.1064,5,2,0,0,2
CUST001647,691,0.3467,0.6024,7,0,0,0,0
CUST001648,590,0.2997,0.239,7,0,0,0,0
CUST001649,702,0.4302,0.6358,5,0,0,0,0
CUST001650,562,0.3037,0.5973,5,1,0,0,1
CUST001651,566,0.5445,0.5995,6,0,0,0,0
CUST001652,640,0.2192,0.212,4,0,0,0,0
CUST001653,495,0.0439,0.2555,1,0,0,0,0
CUST001654,571,0.1762,0.0766,1,1,0,0,1
CUST001655,753,0.4797,0.2327,1,0,0,0,1
CUST001656,710,0.4026,0.2913,3,0,0,0,1
CUST001657,615,0.7179,0.0376,1,0,0,0,1
CUST001658,862,0.1222,0.5191,4,0,0,0,1
CUST001659,635,0.1864,0.2387,6,0,0,0,1
CUST001660,664,0.4,0.0819,8,1,0,0,0
CUST001661,780,0.6148,0.5206,1,2,0,0,0
CUST001662,679,0.5122,0.7184,8,0,0,0,1
CUST001663,622,0.1795,0.2967,5,0,0,0,0
CUST001664,713,0.2982,0.4489,4,1,0,0,0
CUST001665,705,0.2847,0.3358,4,1,0,0,0
CUST001666,584,0.2273,0.3604,4,0,0,0,0
CUST001667,631,0.4473,0.1946,2,0,0,0,1
CUST001668,662,0.2817,0.3106,4,1,0,0,0
CUST001669,663,0.2729,0.5777,6,0,0,0,0
CUST001670,572,0.3721,0.6078,5,0,0,0,1
CUST001671,677,0.262,0.1172,3,0,0,1,0
CUST001672,617,0.116,0.3466,3,0,0,0,1
CUST001673,693,0.1318,0.3659,4,0,0,0,1
CUST001674,730,0.2001,0.3151,4,1,0,0,0
CUST001675,577,0.5327,0.394,5,0,0,0,1
CUST001676,617,0.1697,0.4616,5,0,0,1,1
CUST001677,667,0.5891,0.7864,9,1,0,0,1
CUST001678,716,0.3815,0.3487,1,1,0,0,0
CUST001679,599,0.5515,0.209,3,0,0,0,1
CUST001680,653,0.2611,0.3193,4,1,0,0,1
CUST001681,795,0.3589,0.3461,7,1,0,0,2
CUST001682,724,0.5589,0.6084,3,0,0,1,0
CUST001683,628,0.0529,0.3348,4,0,0,0,0
CUST001684,818,0.4351,0.4078,5,0,1,0,1
CUST001685,692,0.235,0.532,2,0,0,0,1
CUST001686,807,0.3517,0.1502,4,1,1,0,1
CUST001687,751,0.4228,0.147,5,0,1,0,2
CUST001688,900,0.3963,0.3718,10,1,0,0,0
CUST001689,783,0.5093,0.4888,5,1,0,0,0
CUST001690,609,0.2456,0.342,5,0,1,0,0
CUST001691,723,0.1789,0.1816,3,0,1,0,2
CUST001692,569,0.3008,0.4936,0,0,0,0,0
CUST001693,733,0.8978,0.307,5,0,0,0,0
CUST001694,803,0.3551,0.1049,3,0,0,0,1
CUST001695,575,0.3085,0.2632,3,0,1,0,1
CUST001696,717,0.2113,0.2448,5,1,0,1,0
CUST001697,708,0.2438,0.4385,6,0,0,0,0
CUST001698,711,0.1816,0.3764,5,2,0,1,1
CUST001699,544,0.4494,0.2983,3,0,0,0,0
CUST001700,608,0.1147,0.3702,4,0,0,0,0
CUST001701,679,0.4217,0.2041,4,1,1,1,0
CUST001702,617,0.4672,0.051,2,0,0,1,0
CUST001703,563,0.6584,0.7449,6,0,0,0,1
CUST001704,737,0.5112,0.5522,5,0,0,0,0
CUST001705,592,0.0702,0.245,2,1,0,0,1
CUST001706,647,0.0965,0.5664,5,0,0,0,0
CUST001707,852,0.1534,0.1968,4,1,0,0,0
CUST001708,743,0.4777,0.5955,6,1,0,0,0
CUST001709,654,0.0517,0.0787,3,0,0,0,0
CUST001710,686,0.0701,0.2786,3,0,0,0,0
CUST001711,676,0.24,0.4062,2,0,0,0,0
CUST001712,519,0.1637,0.4538,3,0,0,0,2
CUST001713,681,0.196,0.5211,8,0,0,0,0
CUST001714,753,0.2636,0.2624,5,0,0,0,0
CUST001715,643,0.0506,0.2045,3,0,1,0,1
CUST001716,717,0.5104,0.6431,1,0,1,0,0
CUST001717,697,0.0328,0.2303,4,0,0,0,1
CUST001718,709,0.2603,0.1284,2,0,0,0,0
CUST001719,555,0.1901,0.1396,4,0,0,0,1
CUST001720,687,0.7004,0.1415,4,0,1,0,2
CUST001721,805,0.1096,0.0985,1,0,0,0,0
CUST001722,648,0.1133,0.3878,3,1,0,1,1
CUST001723,627,0.2947,0.6752,5,0,0,0,0
CUST001724,724,0.1613,0.0919,4,2,0,0,2
CUST001725,734,0.2085,0.5726,6,0,1,0,0
CUST001726,760,0.0988,0.4282,3,0,0,0,0
CUST001727,640,0.0883,0.1172,5,0,0,0,1
CUST001728,698,0.5447,0.2759,3,1,0,0,2
CUST001729,825,0.3082,0.1337,6,0,0,0,0
CUST001730,577,0.213,0.5314,2,0,0,1,0
CUST001731,525,0.1811,0.1981,6,0,0,0,1
CUST001732,721,0.4669,0.314,4,0,0,0,0
CUST001733,689,0.5876,0.3913,4,3,0,0,0
CUST001734,613,0.4145,0.1829,1,1,1,0,0
CUST001735,592,0.4293,0.2149,7,0,0,0,0
CUST001736,643,0.0413,0.3855,6,0,0,0,0
CUST001737,741,0.1493,0.6435,2,0,0,1,0
CUST001738,735,0.1956,0.4876,2,0,1,0,0
CUST001739,670,0.2793,0.3086,5,0,1,0,0
CUST001740,607,0.1626,0.3974,4,1,0,1,1
CUST001741,424,0.2998,0.1646,10,1,0,1,0
CUST001742,691,0.1968,0.1541,5,0,0,0,0
CUST001743,710,0.318,0.1388,3,1,0,0,1
CUST001744,637,0.2507,0.1014,10,0,1,0,1
CUST001745,860,0.6864,0.365,4,1,0,0,0
CUST001746,583,0.1629,0.1084,5,0,0,0,0
CUST001747,783,0.1607,0.2353,1,0,0,0,0
CUST001748,719,0.3531,0.3695,3,0,0,0,0
CUST001749,634,0.4525,0.1907,4,0,0,0,0
CUST001750,506,0.1991,0.0792,4,1,0,0,1
CUST001751,775,0.3245,0.502,4,0,0,0,0
CUST001752,655,0.1735,0.5177,6,1,0,0,0
CUST001753,812,0.0422,0.2091,4,0,0,0,0
CUST001754,656,0.0074,0.4997,4,0,0,0,0
CUST001755,781,0.1295,0.2099,6,2,0,0,0
CUST001756,522,0.0698,0.2042,2,0,1,1,0
CUST001757,529,0.106,0.0261,7,0,0,0,0
CUST001758,614,0.0694,0.3415,4,1,0,0,1
CUST001759,455,0.3585,0.4634,5,0,0,0,1
CUST001760,678,0.1027,0.4244,6,1,0,0,0
CUST001761,582,0.478,0.1214,2,0,0,0,0
CUST001762,718,0.2512,0.3793,5,2,0,0,1
CUST001763,476,0.3084,0.1376,6,1,0,0,1
CUST001764,754,0.3117,0.2375,6,0,0,0,1
CUST001765,658,0.1104,0.3376,3,0,0,0,0
CUST001766,732,0.688,0.0188,6,1,0,0,0
CUST001767,635,0.1276,0.4693,6,0,0,0,0
CUST001768,500,0.1672,0.3422,2,1,0,0,2
CUST001769,769,0.5472,0.3029,6,0,0,0,0
CUST001770,717,0.2209,0.103,4,0,0,0,0
CUST001771,736,0.2478,0.0749,3,0,0,0,0
CUST001772,661,0.2105,0.4906,5,0,0,0,0
CUST001773,815,0.6257,0.294,5,1,0,0,0
CUST001774,877,0.353,0.2317,2,0,0,0,0
CUST001775,774,0.3847,0.3404,4,0,0,0,1
CUST001776,523,0.5766,0.2735,4,1,0,0,0
CUST001777,673,0.2027,0.0975,3,0,0,0,0
CUST001778,590,0.2303,0.5838,9,0,0,0,2
CUST001779,529,0.1506,0.6408,13,0,0,0,1
CUST001780,639,0.0726,0.2308,3,1,0,0,0
CUST001781,754,0.3636,0.0956,2,0,0,0,0
CUST001782,611,0.0597,0.439,5,0,0,0,1
CUST001783,598,0.1209,0.5377,5,0,0,0,0
CUST001784,623,0.1644,0.1516,6,1,0,0,1
CUST001785,838,0.1382,0.2723,5,1,0,0,0
CUST001786,697,0.7035,0.2938,2,1,0,0,1
CUST001787,586,0.2813,0.4314,3,0,0,1,0
CUST001788,807,0.3636,0.7118,6,1,0,0,2
CUST001789,662,0.2272,0.2374,1,0,0,0,1
CUST001790,575,0.2661,0.4581,3,0,0,0,0
CUST001791,606,0.1138,0.0459,0,0,0,0,0
CUST001792,576,0.1838,0.215,3,0,1,0,0
CUST001793,638,0.41,0.3699,6,1,0,0,1
CUST001794,644,0.1911,0.4117,4,0,1,0,0
CUST001795,668,0.5488,0.1156,3,1,0,1,0
CUST001796,602,0.5358,0.5537,5,0,0,0,0
CUST001797,706,0.1152,0.4431,4,0,0,0,0
CUST001798,794,0.4067,0.3627,2,0,0,0,0
CUST001799,597,0.2929,0.3964,2,1,0,0,0
CUST001800,767,0.3144,0.0921,2,0,0,0,0
CUST001801,668,0.1443,0.2267,2,0,0,0,0
CUST001802,636,0.3504,0.39,5,0,0,0,2
CUST001803,717,0.1936,0.3554,5,1,0,0,1
CUST001804,695,0.6252,0.3998,10,0,0,0,0
CUST001805,708,0.1578,0.5469,2,0,0,0,0
CUST001806,588,0.0872,0.2189,2,0,0,0,0
CUST001807,560,0.6078,0.3675,4,0,0,0,2
CUST001808,460,0.3796,0.0573,5,1,0,1,0
CUST001809,687,0.2293,0.334,4,0,0,0,0
CUST001810,568,0.8068,0.1887,2,0,0,0,2
CUST001811,599,0.2166,0.4209,2,1,0,0,0
CUST001812,641,0.3919,0.0706,5,0,0,0,1
CUST001813,539,0.3975,0.3991,5,0,0,0,0
CUST001814,780,0.3856,0.1579,4,0,0,0,0
CUST001815,625,0.674,0.4313,9,0,0,0,0
CUST001816,699,0.1335,0.2558,6,0,1,0,0
CUST001817,730,0.182,0.0954,1,1,0,0,0
CUST001818,489,0.339,0.2853,5,1,0,0,1
CUST001819,618,0.591,0.0027,3,1,0,0,0
CUST001820,726,0.2337,0.1442,4,0,0,0,0
CUST001821,561,0.1322,0.3851,2,2,0,1,0
CUST001822,679,0.1816,0.407,4,0,0,0,0
CUST001823,571,0.0888,0.4819,6,0,0,1,0
CUST001824,687,0.3837,0.3384,4,0,0,0,0
CUST001825,601,0.4483,0.2478,6,0,0,0,0
CUST001826,658,0.3282,0.4179,3,0,0,0,0
CUST001827,766,0.3556,0.3774,5,1,0,0,0
CUST001828,715,0.6312,0.1491,3,1,0,0,1
CUST001829,585,0.3269,0.2147,4,0,0,0,1
CUST001830,698,0.185,0.3263,2,1,0,0,1
CUST001831,686,0.657,0.6738,4,0,0,0,1
CUST001832,757,0.4562,0.2573,3,0,0,0,1
CUST001833,659,0.4048,0.1229,2,0,0,0,0
CUST001834,656,0.148,0.443,1,0,0,0,0
CUST001835,722,0.4471,0.2753,6,0,0,0,0
CUST001836,724,0.4551,0.4063,1,0,0,0,1
CUST001837,900,0.1376,0.4896,5,0,0,1,0
CUST001838,789,0.1547,0.1811,3,0,0,0,1
CUST001839,652,0.4754,0.2596,6,2,0,0,1
CUST001840,643,0.4618,0.2138,5,0,0,0,0
CUST001841,583,0.3514,0.2413,5,0,0,0,1
CUST001842,516,0.0616,0.1201,1,0,0,0,0
CUST001843,661,0.484,0.4164,4,1,0,0,0
CUST001844,459,0.3462,0.6525,4,2,0,0,1
CUST001845,828,0.1462,0.1597,2,0,0,0,0
CUST001846,578,0.2203,0.4418,7,0,0,0,0
CUST001847,767,0.0858,0.0555,4,0,1,0,0
CUST001848,640,0.4892,0.0721,3,0,0,0,1
CUST001849,702,0.0696,0.0907,8,0,0,0,1
CUST001850,536,0.2722,0.4677,2,1,0,0,0
CUST001851,703,0.4357,0.1618,1,0,1,0,2
CUST001852,663,0.3372,0.3765,5,1,0,0,0
CUST001853,827,0.1126,0.1848,3,0,0,0,1
CUST001854,537,0.0813,0.2705,5,0,0,2,0
CUST001855,532,0.1605,0.1573,9,0,0,0,0
CUST001856,559,0.2416,0.3996,10,0,0,1,1
CUST001857,468,0.0792,0.5212,8,1,0,0,0
CUST001858,575,0.2807,0.2466,4,0,0,0,0
CUST001859,565,0.3171,0.6476,6,0,1,0,0
CUST001860,648,0.4056,0.6348,5,1,0,0,0
CUST001861,655,0.2085,0.2614,8,0,0,0,0
CUST001862,517,0.1407,0.1551,1,0,0,1,0
CUST001863,759,0.2252,0.2958,7,0,0,0,1
CUST001864,703,0.2907,0.3441,8,1,0,0,1
CUST001865,735,0.355,0.2226,7,0,0,0,0
CUST001866,759,0.1938,0.47,2,0,0,0,0
CUST001867,564,0.3982,0.128,5,0,0,0,0
CUST001868,599,0.3508,0.5919,4,0,0,0,2
CUST001869,686,0.0756,0.1352,3,3,0,0,1
CUST001870,768,0.1146,0.5446,1,0,1,0,0
CUST001871,680,0.6562,0.6424,7,0,0,0,1
CUST001872,651,0.5474,0.4946,5,0,1,0,0
CUST001873,591,0.148,0.2917,1,1,0,0,0
CUST001874,533,0.2713,0.2732,7,1,1,0,0
CUST001875,756,0.2401,0.2352,2,0,0,0,1
CUST001876,618,0.057,0.5965,5,0,0,0,1
CUST001877,657,0.1151,0.1125,0,1,0,0,1
CUST001878,805,0.2827,0.2634,7,1,1,0,0
CUST001879,620,0.4751,0.4749,1,0,1,0,0
CUST001880,659,0.0544,0.4607,3,2,0,0,1
CUST001881,610,0.2696,0.3967,9,0,0,0,0
CUST001882,535,0.1703,0.2749,2,0,0,0,2
CUST001883,683,0.2706,0.2315,3,1,0,0,1
CUST001884,476,0.2769,0.4034,2,0,0,0,0
CUST001885,783,0.2935,0.2079,2,0,0,0,1
CUST001886,467,0.5298,0.6066,5,0,0,0,0
CUST001887,628,0.0807,0.1919,8,0,0,0,0
CUST001888,605,0.1354,0.3069,2,0,0,0,0
CUST001889,753,0.2752,0.5229,5,0,0,1,2
CUST001890,588,0.3835,0.0246,8,0,0,0,0
CUST001891,510,0.5537,0.4141,3,0,0,0,2
CUST001892,535,0.5513,0.1083,4,0,0,0,0
CUST001893,462,0.3486,0.4269,2,1,0,0,0
CUST001894,732,0.0738,0.2884,3,1,0,0,0
CUST001895,818,0.4461,0.3942,3,1,0,0,0
CUST001896,762,0.2569,0.1899,3,0,0,0,0
CUST001897,657,0.2392,0.4025,1,0,1,0,0
CUST001898,683,0.3177,0.2942,2,0,0,1,0
CUST001899,622,0.3467,0.5581,2,0,1,2,1
CUST001900,603,0.3215,0.1656,4,0,0,0,0
CUST001901,698,0.2188,0.4136,5,0,0,0,1
CUST001902,534,0.1261,0.1984,7,1,0,0,0
CUST001903,702,0.1892,0.4912,3,1,0,0,0
CUST001904,649,0.5422,0.114,2,0,0,0,0
CUST001905,713,0.2144,0.5085,2,0,0,0,0
CUST001906,699,0.1902,0.4328,5,0,0,0,0
CUST001907,543,0.4455,0.5858,6,1,0,0,0
CUST001908,721,0.3808,0.4297,3,0,0,0,0
CUST001909,791,0.5495,0.4539,7,0,0,0,1
CUST001910,723,0.1352,0.2741,2,1,0,0,0
CUST001911,570,0.1894,0.5156,4,1,0,0,0
CUST001912,732,0.2265,0.4905,7,1,1,0,0
CUST001913,693,0.2662,0.3512,6,0,0,0,1
CUST001914,483,0.1325,0.1649,4,0,0,0,1
CUST001915,632,0.1461,0.5698,6,0,0,0,1
CUST001916,726,0.0441,0.3455,2,1,0,0,0
CUST001917,645,0.1877,0.5883,5,1,0,0,1
CUST001918,700,0.4796,0.1809,3,0,0,0,0
CUST001919,600,0.1223,0.2754,9,0,1,0,0
CUST001920,678,0.3281,0.3002,4,0,0,0,0
CUST001921,764,0.0186,0.0881,6,2,0,0,1
CUST001922,697,0.2604,0.2768,1,0,0,0,0
CUST001923,675,0.2656,0.351,2,0,0,0,1
CUST001924,660,0.3405,0.4424,5,0,0,0,0
CUST001925,644,0.1413,0.1584,4,1,0,0,1
CUST001926,585,0.4355,0.244,3,0,0,0,2
CUST001927,622,0.0724,0.4221,3,1,0,0,1
CUST001928,668,0.3503,0.2384,3,0,0,0,0
CUST001929,473,0.0916,0.5999,1,1,0,0,0
CUST001930,766,0.3369,0.2927,3,0,0,0,0
CUST001931,604,0.1154,0.1447,3,0,0,0,1
CUST001932,544,0.3053,0.2744,1,1,0,0,0
CUST001933,831,0.367,0.4648,5,0,1,0,0
CUST001934,668,0.2233,0.5225,5,0,0,0,0
CUST001935,748,0.3069,0.2468,6,0,0,1,0
CUST001936,590,0.3222,0.3944,4,0,0,0,0
CUST001937,752,0.0556,0.4218,3,0,0,0,1
CUST001938,715,0.3177,0.2937,4,0,0,0,2
CUST001939,622,0.2252,0.6557,4,0,1,2,1
CUST001940,497,0.2736,0.2583,6,0,0,0,1
CUST001941,745,0.0423,0.3107,4,0,0,1,0
CUST001942,632,0.073,0.355,5,1,0,0,1
CUST001943,756,0.4914,0.4814,2,1,0,0,0
CUST001944,619,0.545,0.2044,4,0,0,0,1
CUST001945,643,0.2187,0.4586,3,0,2,0,0
CUST001946,682,0.2185,0.639,5,0,0,0,0
CUST001947,828,0.23,0.2736,3,2,0,0,0
CUST001948,578,0.4601,0.3371,4,0,0,0,0
CUST001949,612,0.2245,0.3222,5,0,0,0,0
CUST001950,601,0.204,0.3335,2,0,0,0,0
CUST001951,593,0.4625,0.2565,3,1,0,1,1
CUST001952,645,0.0903,0.6487,2,0,0,0,0
CUST001953,751,0.1179,0.2639,3,0,1,0,1
CUST001954,616,0.1414,0.2273,5,1,0,1,0
CUST001955,819,0.1334,0.2697,7,1,0,0,1
CUST001956,768,0.4328,0.0957,2,0,0,1,0
CUST001957,640,0.2682,0.3425,2,0,0,0,1
CUST001958,584,0.4529,0.253,2,0,0,0,2
CUST001959,717,0.2956,0.4846,3,1,0,0,0
CUST001960,784,0.5086,0.6214,4,0,0,0,0
CUST001961,743,0.3226,0.0405,6,1,0,0,0
CUST001962,588,0.2401,0.2101,2,0,0,0,2
CUST001963,636,0.1422,0.1322,8,0,0,0,0
CUST001964,519,0.2735,0.1035,2,0,0,0,2
CUST001965,531,0.2016,0.6802,5,0,0,1,2
CUST001966,737,0.319,0.3311,3,0,0,0,1
CUST001967,703,0.051,0.2583,7,1,0,0,0
CUST001968,798,0.3107,0.1423,4,0,0,0,1
CUST001969,544,0.0954,0.1699,4,0,0,0,1
CUST001970,772,0.2079,0.1409,3,0,0,0,0
CUST001971,768,0.343,0.4961,10,1,0,1,1
CUST001972,837,0.1309,0.079,7,0,0,0,0
CUST001973,729,0.1674,0.1575,1,0,1,0,0
CUST001974,419,0.1882,0.2671,5,0,0,0,1
CUST001975,700,0.2202,0.5029,6,1,0,0,0
CUST001976,483,0.3093,0.0957,6,0,0,0,1
CUST001977,453,0.4224,0.4058,2,0,0,0,0
CUST001978,675,0.0373,0.2658,2,0,0,0,1
CUST001979,722,0.4202,0.2945,0,0,0,0,3
CUST001980,496,0.8437,0.1087,9,0,0,0,1
CUST001981,454,0.3543,0.0575,4,0,0,0,1
CUST001982,611,0.5057,0.3867,10,0,0,0,0
CUST001983,697,0.4008,0.5685,5,1,0,0,0
CUST001984,649,0.4042,0.2834,4,0,0,0,0
CUST001985,619,0.4427,0.2938,5,0,0,0,0
CUST001986,541,0.0568,0.5188,6,2,0,1,1
CUST001987,619,0.3793,0.6688,3,0,0,0,0
CUST001988,740,0.3038,0.3197,4,1,0,1,0
CUST001989,667,0.7148,0.1456,5,0,0,0,0
CUST001990,680,0.4662,0.0117,5,0,0,1,1
CUST001991,810,0.1248,0.2686,3,1,0,0,1
CUST001992,829,0.2353,0.541,4,2,0,0,0
CUST001993,820,0.1487,0.409,2,1,0,0,0
CUST001994,890,0.1375,0.2136,5,0,0,0,0
CUST001995,573,0.6009,0.1428,2,1,1,0,2
CUST001996,543,0.5757,0.122,2,0,0,0,1
CUST001997,699,0.1807,0.4395,2,0,0,0,0
CUST001998,626,0.1052,0.2436,4,0,0,0,0
CUST001999,653,0.1223,0.4918,2,1,0,0,2
CUST002000,465,0.3241,0.3014,2,0,0,0,2
CUST002001,680,0.0661,0.0326,4,0,0,0,0
CUST002002,613,0.2433,0.0553,3,0,0,0,0
CUST002003,615,0.2834,0.1566,3,0,0,1,0
CUST002004,637,0.5022,0.4394,4,0,0,0,0
CUST002005,506,0.3114,0.3958,4,0,0,0,1
CUST002006,595,0.0673,0.7265,4,0,0,0,0
CUST002007,783,0.6021,0.405,3,0,0,0,1
CUST002008,680,0.318,0.7452,4,0,0,0,0
CUST002009,780,0.6457,0.185,4,0,0,0,0
CUST002010,543,0.3156,0.5445,2,0,1,0,0
CUST002011,673,0.5491,0.1854,4,1,0,0,0
CUST002012,553,0.3444,0.244,4,1,0,0,1
CUST002013,841,0.1081,0.4163,7,0,0,0,0
CUST002014,549,0.155,0.4188,8,0,1,0,0
CUST002015,742,0.5966,0.6934,3,0,0,0,0
CUST002016,614,0.7494,0.5059,3,0,0,0,1
CUST002017,756,0.214,0.222,1,1,0,0,0
CUST002018,530,0.3667,0.0317,2,0,0,0,0
CUST002019,604,0.044,0.3169,3,0,0,0,1
CUST002020,708,0.2675,0.0474,4,0,1,0,1
CUST002021,643,0.5881,0.1034,4,0,2,1,0
CUST002022,666,0.1455,0.4607,5,0,0,0,0
CUST002023,613,0.4053,0.1154,7,0,0,0,0
CUST002024,632,0.5045,0.1964,6,1,0,0,0
CUST002025,628,0.3395,0.5478,4,0,0,0,1
CUST002026,582,0.0616,0.0984,4,0,1,0,1
CUST002027,833,0.1393,0.5337,3,0,0,0,0
CUST002028,798,0.3825,0.1072,6,0,0,0,0
CUST002029,780,0.2301,0.1889,2,0,0,0,0
CUST002030,715,0.2515,0.5964,5,0,0,0,1
CUST002031,742,0.2631,0.4619,5,0,0,0,0
CUST002032,589,0.2496,0.5216,7,0,0,0,2
CUST002033,554,0.2732,0.0969,5,0,0,0,0
CUST002034,766,0.1132,0.484,4,1,1,0,0
CUST002035,695,0.441,0.2618,5,0,0,0,0
CUST002036,767,0.4113,0.8004,7,0,0,0,1
CUST002037,692,0.4208,0.5766,4,0,0,1,0
CUST002038,586,0.7054,0.2356,3,0,0,0,1
CUST002039,548,0.5661,0.4313,4,1,0,0,2
CUST002040,705,0.2647,0.1849,2,0,0,0,1
CUST002041,728,0.1927,0.4245,7,0,1,0,0
CUST002042,705,0.6084,0.2495,1,0,1,0,0
CUST002043,565,0.4747,0.1408,1,0,0,0,1
CUST002044,675,0.6101,0.2629,8,2,0,1,0
CUST002045,680,0.4178,0.3349,6,2,0,0,1
CUST002046,594,0.2055,0.1202,8,0,0,0,1
CUST002047,776,0.2826,0.4133,3,0,0,0,0
CUST002048,642,0.0687,0.1331,4,0,0,0,1
CUST002049,792,0.2037,0.264,3,0,0,0,3
CUST002050,690,0.0873,0.2548,1,0,0,0,0
CUST002051,642,0.4171,0.5058,5,0,0,0,0
CUST002052,667,0.1594,0.2619,5,1,0,0,0
CUST002053,468,0.29,0.313,7,0,0,0,0
CUST002054,655,0.208,0.441,4,0,1,0,0
CUST002055,445,0.7086,0.166,3,0,0,1,0
CUST002056,608,0.3155,0.2582,5,1,0,0,1
CUST002057,692,0.3239,0.2322,7,2,0,0,2
CUST002058,620,0.0789,0.3298,3,1,0,0,0
CUST002059,792,0.4852,0.4834,3,0,0,0,0
CUST002060,657,0.0627,0.3048,6,0,0,0,1
CUST002061,715,0.2593,0.3992,3,0,0,0,1
CUST002062,645,0.2637,0.2424,6,0,1,0,0
CUST002063,690,0.5322,0.2784,3,2,1,0,4
CUST002064,629,0.2537,0.2578,5,0,0,0,0
CUST002065,713,0.2536,0.5444,2,0,0,0,0
CUST002066,762,0.2416,0.3145,1,0,0,0,1
CUST002067,668,0.407,0.4139,4,0,0,1,1
CUST002068,781,0.1703,0.2734,7,0,0,0,1
CUST002069,632,0.2954,0.5462,3,0,0,0,0
CUST002070,773,0.2816,0.4516,7,0,0,0,3
CUST002071,727,0.4103,0.2963,3,1,0,0,0
CUST002072,636,0.0371,0.1708,3,0,0,0,0
CUST002073,720,0.4882,0.5101,6,0,0,0,0
CUST002074,718,0.2497,0.414,2,0,0,0,0
CUST002075,736,0.1054,0.3893,0,0,0,0,1
CUST002076,466,0.1101,0.1002,5,1,0,0,0
CUST002077,556,0.1418,0.2034,2,0,0,0,0
CUST002078,629,0.327,0.1898,7,0,0,0,1
CUST002079,677,0.2248,0.3067,4,1,0,0,0
